ship,k,row,value
0,0,0,940
0,0,1,952
0,0,2,950
0,0,3,1192
0,0,4,923
0,0,5,1123
0,0,6,1016
0,0,7,1133
0,0,8,1082
0,0,9,1062
0,0,10,1101
0,0,11,926
0,0,12,1185
0,0,13,1161
0,0,14,1025
0,0,15,945
0,0,16,975
0,0,17,1111
0,0,18,1055
0,0,19,1191
0,1,0,1059
0,1,1,969
0,1,2,912
0,1,3,986
0,1,4,974
0,1,5,1097
0,1,6,1007
0,1,7,1120
0,1,8,1137
0,1,9,903
0,1,10,1071
0,1,11,987
0,1,12,1112
0,1,13,1152
0,1,14,921
0,1,15,905
0,1,16,1156
0,1,17,1000
0,1,18,1088
0,1,19,1163
0,2,0,976
0,2,1,1186
0,2,2,1166
0,2,3,951
0,2,4,950
0,2,5,995
0,2,6,1111
0,2,7,956
0,2,8,1169
0,2,9,1199
0,2,10,1055
0,2,11,1048
0,2,12,909
0,2,13,992
0,2,14,916
0,2,15,1185
0,2,16,960
0,2,17,1099
0,2,18,1041
0,2,19,1109
1,0,0,1060
1,0,1,921
1,0,2,1031
1,0,3,1063
1,0,4,1168
1,0,5,981
1,0,6,1080
1,0,7,1141
1,0,8,968
1,0,9,1195
1,0,10,1032
1,0,11,983
1,0,12,1081
1,0,13,1041
1,0,14,1009
1,0,15,1014
1,0,16,935
1,0,17,1036
1,0,18,1125
1,0,19,1041
1,1,0,1170
1,1,1,1133
1,1,2,1153
1,1,3,1082
1,1,4,1064
1,1,5,1151
1,1,6,1096
1,1,7,1050
1,1,8,941
1,1,9,1172
1,1,10,1180
1,1,11,1193
1,1,12,903
1,1,13,1168
1,1,14,1143
1,1,15,1062
1,1,16,1103
1,1,17,980
1,1,18,910
1,1,19,1174
1,2,0,960
1,2,1,957
1,2,2,1016
1,2,3,1150
1,2,4,1165
1,2,5,1154
1,2,6,929
1,2,7,1114
1,2,8,1038
1,2,9,1043
1,2,10,901
1,2,11,957
1,2,12,1012
1,2,13,1017
1,2,14,1032
1,2,15,1030
1,2,16,1191
1,2,17,944
1,2,18,949
1,2,19,1173
2,0,0,921
2,0,1,976
2,0,2,1127
2,0,3,903
2,0,4,1097
2,0,5,1129
2,0,6,1109
2,0,7,1140
2,0,8,1065
2,0,9,1176
2,0,10,1130
2,0,11,1176
2,0,12,1135
2,0,13,926
2,0,14,1155
2,0,15,1195
2,0,16,1061
2,0,17,1084
2,0,18,1106
2,0,19,913
2,1,0,1196
2,1,1,1142
2,1,2,1189
2,1,3,947
2,1,4,1023
2,1,5,924
2,1,6,1092
2,1,7,1117
2,1,8,1099
2,1,9,912
2,1,10,1084
2,1,11,1053
2,1,12,1055
2,1,13,1175
2,1,14,1147
2,1,15,904
2,1,16,1198
2,1,17,1166
2,1,18,1169
2,1,19,1070
2,2,0,1128
2,2,1,971
2,2,2,973
2,2,3,1141
2,2,4,1167
2,2,5,988
2,2,6,1177
2,2,7,956
2,2,8,1161
2,2,9,1178
2,2,10,1055
2,2,11,984
2,2,12,1000
2,2,13,938
2,2,14,1152
2,2,15,1083
2,2,16,964
2,2,17,947
2,2,18,1044
2,2,19,1095
3,0,0,921
3,0,1,994
3,0,2,1002
3,0,3,1005
3,0,4,909
3,0,5,1174
3,0,6,1170
3,0,7,925
3,0,8,1001
3,0,9,1162
3,0,10,1000
3,0,11,1020
3,0,12,1120
3,0,13,1170
3,0,14,1119
3,0,15,960
3,0,16,1117
3,0,17,1127
3,0,18,1133
3,0,19,921
3,1,0,960
3,1,1,1167
3,1,2,1047
3,1,3,920
3,1,4,982
3,1,5,914
3,1,6,1134
3,1,7,917
3,1,8,1054
3,1,9,1032
3,1,10,1133
3,1,11,977
3,1,12,1086
3,1,13,1199
3,1,14,1067
3,1,15,949
3,1,16,1042
3,1,17,992
3,1,18,1136
3,1,19,1096
3,2,0,925
3,2,1,1003
3,2,2,1073
3,2,3,1003
3,2,4,1025
3,2,5,1156
3,2,6,1110
3,2,7,1054
3,2,8,1104
3,2,9,1169
3,2,10,1063
3,2,11,1041
3,2,12,902
3,2,13,1074
3,2,14,1094
3,2,15,925
3,2,16,1015
3,2,17,978
3,2,18,954
3,2,19,1026
4,0,0,1142
4,0,1,1062
4,0,2,958
4,0,3,900
4,0,4,1081
4,0,5,1044
4,0,6,1031
4,0,7,960
4,0,8,1053
4,0,9,1067
4,0,10,946
4,0,11,1117
4,0,12,1138
4,0,13,1026
4,0,14,1188
4,0,15,1040
4,0,16,906
4,0,17,1121
4,0,18,1139
4,0,19,1012
4,1,0,920
4,1,1,996
4,1,2,1098
4,1,3,947
4,1,4,902
4,1,5,1095
4,1,6,1185
4,1,7,958
4,1,8,1165
4,1,9,1141
4,1,10,1082
4,1,11,1177
4,1,12,1178
4,1,13,1176
4,1,14,984
4,1,15,1011
4,1,16,945
4,1,17,1077
4,1,18,1033
4,1,19,958
4,2,0,1069
4,2,1,993
4,2,2,1041
4,2,3,951
4,2,4,1159
4,2,5,1039
4,2,6,1021
4,2,7,960
4,2,8,1054
4,2,9,1094
4,2,10,963
4,2,11,1129
4,2,12,1159
4,2,13,938
4,2,14,977
4,2,15,1161
4,2,16,960
4,2,17,1065
4,2,18,1044
4,2,19,942
5,0,0,989
5,0,1,1164
5,0,2,1135
5,0,3,915
5,0,4,1134
5,0,5,997
5,0,6,1077
5,0,7,1132
5,0,8,1130
5,0,9,1121
5,0,10,981
5,0,11,939
5,0,12,1010
5,0,13,1042
5,0,14,1008
5,0,15,1041
5,0,16,1161
5,0,17,1164
5,0,18,1182
5,0,19,1124
5,1,0,1096
5,1,1,1093
5,1,2,1096
5,1,3,1075
5,1,4,1081
5,1,5,976
5,1,6,1097
5,1,7,995
5,1,8,965
5,1,9,1061
5,1,10,1198
5,1,11,1045
5,1,12,1054
5,1,13,906
5,1,14,1020
5,1,15,924
5,1,16,1073
5,1,17,1115
5,1,18,1110
5,1,19,979
5,2,0,1191
5,2,1,1152
5,2,2,1112
5,2,3,939
5,2,4,1126
5,2,5,1198
5,2,6,1110
5,2,7,1132
5,2,8,967
5,2,9,916
5,2,10,1054
5,2,11,1179
5,2,12,1158
5,2,13,1050
5,2,14,996
5,2,15,1192
5,2,16,909
5,2,17,1117
5,2,18,994
5,2,19,957
6,0,0,1079
6,0,1,916
6,0,2,1060
6,0,3,910
6,0,4,1131
6,0,5,1175
6,0,6,918
6,0,7,1101
6,0,8,1117
6,0,9,1000
6,0,10,1060
6,0,11,1044
6,0,12,1139
6,0,13,1166
6,0,14,990
6,0,15,1006
6,0,16,1165
6,0,17,1188
6,0,18,985
6,0,19,1083
6,1,0,1073
6,1,1,1043
6,1,2,1083
6,1,3,1094
6,1,4,910
6,1,5,1122
6,1,6,1195
6,1,7,916
6,1,8,997
6,1,9,1200
6,1,10,1196
6,1,11,1161
6,1,12,1093
6,1,13,1037
6,1,14,914
6,1,15,1144
6,1,16,902
6,1,17,1196
6,1,18,971
6,1,19,923
6,2,0,910
6,2,1,1153
6,2,2,1135
6,2,3,1025
6,2,4,928
6,2,5,1071
6,2,6,1192
6,2,7,1181
6,2,8,1180
6,2,9,1074
6,2,10,910
6,2,11,1018
6,2,12,1120
6,2,13,1146
6,2,14,1186
6,2,15,945
6,2,16,1028
6,2,17,1142
6,2,18,1007
6,2,19,1131
7,0,0,972
7,0,1,947
7,0,2,922
7,0,3,1010
7,0,4,1097
7,0,5,1163
7,0,6,1079
7,0,7,1064
7,0,8,1125
7,0,9,992
7,0,10,1128
7,0,11,1133
7,0,12,1140
7,0,13,1001
7,0,14,1013
7,0,15,1169
7,0,16,1069
7,0,17,1059
7,0,18,941
7,0,19,1159
7,1,0,1113
7,1,1,950
7,1,2,1173
7,1,3,948
7,1,4,1050
7,1,5,1187
7,1,6,1066
7,1,7,1131
7,1,8,902
7,1,9,1186
7,1,10,1122
7,1,11,1093
7,1,12,1150
7,1,13,993
7,1,14,1113
7,1,15,919
7,1,16,1113
7,1,17,1135
7,1,18,1054
7,1,19,1075
7,2,0,1048
7,2,1,995
7,2,2,1085
7,2,3,968
7,2,4,1114
7,2,5,1128
7,2,6,922
7,2,7,974
7,2,8,1110
7,2,9,1054
7,2,10,954
7,2,11,1105
7,2,12,900
7,2,13,1198
7,2,14,1093
7,2,15,940
7,2,16,1013
7,2,17,1012
7,2,18,930
7,2,19,1071
8,0,0,1153
8,0,1,1062
8,0,2,1100
8,0,3,1170
8,0,4,976
8,0,5,1145
8,0,6,1070
8,0,7,946
8,0,8,1013
8,0,9,1134
8,0,10,1079
8,0,11,966
8,0,12,1031
8,0,13,1013
8,0,14,1082
8,0,15,1042
8,0,16,1020
8,0,17,1195
8,0,18,1135
8,0,19,935
8,1,0,940
8,1,1,1091
8,1,2,976
8,1,3,1008
8,1,4,938
8,1,5,1135
8,1,6,1156
8,1,7,1091
8,1,8,1129
8,1,9,1100
8,1,10,1134
8,1,11,1154
8,1,12,930
8,1,13,1130
8,1,14,1088
8,1,15,1057
8,1,16,1076
8,1,17,1028
8,1,18,1188
8,1,19,1148
8,2,0,987
8,2,1,1163
8,2,2,921
8,2,3,1101
8,2,4,1149
8,2,5,953
8,2,6,1033
8,2,7,964
8,2,8,974
