ship,k,row,value
0,0,0,1198
0,0,1,1007
0,0,2,1080
0,0,3,1020
0,0,4,1115
0,0,5,921
0,0,6,1104
0,0,7,1105
0,0,8,904
0,0,9,1196
0,0,10,1117
0,0,11,942
0,0,12,1143
0,0,13,996
0,0,14,993
0,0,15,974
0,0,16,915
0,0,17,1072
0,0,18,994
0,0,19,1035
0,1,0,914
0,1,1,945
0,1,2,1140
0,1,3,1057
0,1,4,1049
0,1,5,1118
0,1,6,1091
0,1,7,1024
0,1,8,900
0,1,9,1159
0,1,10,920
0,1,11,1039
0,1,12,917
0,1,13,1173
0,1,14,1194
0,1,15,1014
0,1,16,1091
0,1,17,944
0,1,18,915
0,1,19,1057
0,2,0,900
0,2,1,1067
0,2,2,1133
0,2,3,1192
0,2,4,1027
0,2,5,932
0,2,6,1185
0,2,7,1032
0,2,8,944
0,2,9,1126
0,2,10,1173
0,2,11,939
0,2,12,1085
0,2,13,1066
0,2,14,1048
0,2,15,1094
0,2,16,1164
0,2,17,980
0,2,18,1024
0,2,19,1192
1,0,0,1014
1,0,1,1047
1,0,2,1191
1,0,3,1150
1,0,4,1146
1,0,5,1068
1,0,6,1139
1,0,7,902
1,0,8,1170
1,0,9,1053
1,0,10,963
1,0,11,1002
1,0,12,1186
1,0,13,919
1,0,14,1095
1,0,15,931
1,0,16,987
1,0,17,931
1,0,18,982
1,0,19,997
1,1,0,1110
1,1,1,1186
1,1,2,1003
1,1,3,1140
1,1,4,984
1,1,5,995
1,1,6,1030
1,1,7,962
1,1,8,1081
1,1,9,1151
1,1,10,981
1,1,11,933
1,1,12,1169
1,1,13,912
1,1,14,1016
1,1,15,967
1,1,16,1183
1,1,17,1059
1,1,18,1098
1,1,19,1196
1,2,0,1098
1,2,1,1031
1,2,2,1092
1,2,3,1121
1,2,4,1200
1,2,5,1010
1,2,6,916
1,2,7,980
1,2,8,1028
1,2,9,1151
1,2,10,1025
1,2,11,1018
1,2,12,1131
1,2,13,1086
1,2,14,1189
1,2,15,905
1,2,16,1017
1,2,17,1086
1,2,18,978
1,2,19,987
2,0,0,1004
2,0,1,983
2,0,2,1040
2,0,3,963
2,0,4,1108
2,0,5,1103
2,0,6,979
2,0,7,1122
2,0,8,1176
2,0,9,1070
2,0,10,931
2,0,11,1118
2,0,12,1059
2,0,13,960
2,0,14,1198
2,0,15,1153
2,0,16,1144
2,0,17,1011
2,0,18,1200
2,0,19,913
2,1,0,954
2,1,1,937
2,1,2,1148
2,1,3,1052
2,1,4,1187
2,1,5,1018
2,1,6,1168
2,1,7,1127
2,1,8,1071
2,1,9,1025
2,1,10,1135
2,1,11,1009
2,1,12,1047
2,1,13,1038
2,1,14,1012
2,1,15,959
2,1,16,1004
2,1,17,962
2,1,18,1004
2,1,19,947
2,2,0,1145
2,2,1,1196
2,2,2,1176
2,2,3,1143
2,2,4,1189
2,2,5,1055
2,2,6,998
2,2,7,955
2,2,8,1031
2,2,9,902
2,2,10,1075
2,2,11,1160
2,2,12,1021
2,2,13,958
2,2,14,1050
2,2,15,1087
2,2,16,1025
2,2,17,928
2,2,18,1192
2,2,19,944
3,0,0,914
3,0,1,953
3,0,2,969
3,0,3,989
3,0,4,1051
3,0,5,1144
3,0,6,961
3,0,7,1068
3,0,8,1133
3,0,9,1000
3,0,10,1166
3,0,11,983
3,0,12,994
3,0,13,1077
3,0,14,1089
3,0,15,1145
3,0,16,1143
3,0,17,979
3,0,18,1162
3,0,19,1005
3,1,0,1108
3,1,1,992
3,1,2,1019
3,1,3,1003
3,1,4,922
3,1,5,1189
3,1,6,963
3,1,7,1084
3,1,8,1155
3,1,9,1137
3,1,10,1044
3,1,11,1000
3,1,12,1125
3,1,13,1044
3,1,14,1071
3,1,15,1068
3,1,16,944
3,1,17,1078
3,1,18,1145
3,1,19,944
3,2,0,1160
3,2,1,1110
3,2,2,1036
3,2,3,1058
3,2,4,900
3,2,5,913
3,2,6,1059
3,2,7,1075
3,2,8,915
3,2,9,1088
3,2,10,1085
3,2,11,1075
3,2,12,952
3,2,13,954
3,2,14,1016
3,2,15,901
3,2,16,1085
3,2,17,1027
3,2,18,1014
3,2,19,1034
4,0,0,1012
4,0,1,906
4,0,2,1075
4,0,3,1134
4,0,4,935
4,0,5,1172
4,0,6,1126
4,0,7,1063
4,0,8,1055
4,0,9,1161
4,0,10,1080
4,0,11,981
4,0,12,1043
4,0,13,979
4,0,14,1020
4,0,15,990
4,0,16,932
4,0,17,932
4,0,18,1030
4,0,19,929
4,1,0,925
4,1,1,1136
4,1,2,1160
4,1,3,937
4,1,4,1044
4,1,5,1184
4,1,6,923
4,1,7,1050
4,1,8,1034
4,1,9,956
4,1,10,1084
4,1,11,1065
4,1,12,915
4,1,13,1184
4,1,14,1137
4,1,15,1198
4,1,16,1018
4,1,17,996
4,1,18,1191
4,1,19,1011
4,2,0,992
4,2,1,995
4,2,2,951
4,2,3,951
4,2,4,1139
4,2,5,918
4,2,6,971
4,2,7,1007
4,2,8,1057
4,2,9,1192
4,2,10,1036
4,2,11,1121
4,2,12,1151
4,2,13,1077
4,2,14,1040
4,2,15,1135
4,2,16,1021
4,2,17,1006
4,2,18,1166
4,2,19,916
