ship,k,row,value
0,0,0,1166
0,0,1,1143
0,0,2,1045
0,0,3,1189
0,0,4,931
0,0,5,1122
0,0,6,1036
0,0,7,1075
0,0,8,1181
0,0,9,1193
0,0,10,950
0,0,11,990
0,0,12,1182
0,0,13,1164
0,0,14,1033
0,0,15,1012
0,0,16,932
0,0,17,988
0,0,18,1170
0,0,19,1196
0,1,0,1171
0,1,1,906
0,1,2,1158
0,1,3,958
0,1,4,1197
0,1,5,953
0,1,6,1057
0,1,7,1062
0,1,8,1033
0,1,9,931
0,1,10,1166
0,1,11,1062
0,1,12,1147
0,1,13,1083
0,1,14,907
0,1,15,1075
0,1,16,929
0,1,17,969
0,1,18,1157
0,1,19,1028
0,2,0,911
0,2,1,903
0,2,2,1123
0,2,3,983
0,2,4,1149
0,2,5,1038
0,2,6,1002
0,2,7,1062
0,2,8,923
0,2,9,1088
0,2,10,1157
0,2,11,1020
0,2,12,992
0,2,13,1014
0,2,14,1029
0,2,15,1116
0,2,16,991
0,2,17,1160
0,2,18,1177
0,2,19,1116
1,0,0,1111
1,0,1,900
1,0,2,969
1,0,3,1155
1,0,4,962
1,0,5,1111
1,0,6,1013
1,0,7,1127
1,0,8,1019
1,0,9,976
1,0,10,1048
1,0,11,951
1,0,12,1101
1,0,13,949
1,0,14,1166
1,0,15,911
1,0,16,1101
1,0,17,1056
1,0,18,1183
1,0,19,1149
1,1,0,1162
1,1,1,914
1,1,2,961
1,1,3,1184
1,1,4,1140
1,1,5,945
1,1,6,1131
1,1,7,1111
1,1,8,1103
1,1,9,976
1,1,10,995
1,1,11,1129
1,1,12,1096
1,1,13,1164
1,1,14,1038
1,1,15,1079
1,1,16,1070
1,1,17,1069
1,1,18,925
1,1,19,930
1,2,0,1121
1,2,1,1135
1,2,2,1044
1,2,3,920
1,2,4,1126
1,2,5,1104
1,2,6,1069
1,2,7,1085
1,2,8,998
1,2,9,1139
1,2,10,1157
1,2,11,923
1,2,12,1072
1,2,13,1092
1,2,14,1190
1,2,15,1199
1,2,16,1023
1,2,17,1081
1,2,18,1006
1,2,19,1085
2,0,0,1095
2,0,1,1185
2,0,2,1158
2,0,3,1118
2,0,4,1197
2,0,5,989
2,0,6,1001
2,0,7,1105
2,0,8,1018
2,0,9,1125
2,0,10,1194
2,0,11,1143
2,0,12,1056
2,0,13,1192
2,0,14,1176
2,0,15,975
2,0,16,1003
2,0,17,956
2,0,18,1071
2,0,19,1072
2,1,0,956
2,1,1,1096
2,1,2,914
2,1,3,1079
2,1,4,1153
2,1,5,1004
2,1,6,1148
2,1,7,1160
2,1,8,1189
2,1,9,922
2,1,10,1152
2,1,11,1090
2,1,12,1023
2,1,13,1026
2,1,14,1197
2,1,15,976
2,1,16,1165
2,1,17,903
2,1,18,982
2,1,19,1022
2,2,0,972
2,2,1,1077
2,2,2,1089
2,2,3,1006
2,2,4,1157
2,2,5,906
2,2,6,1052
2,2,7,1124
2,2,8,1151
2,2,9,1028
2,2,10,1121
2,2,11,1180
2,2,12,1143
2,2,13,949
2,2,14,1066
2,2,15,1035
2,2,16,1141
2,2,17,1044
2,2,18,1193
2,2,19,1117
