ship,k,row,value
0,0,0,1067
0,0,1,920
0,0,2,1179
0,0,3,1042
0,0,4,923
0,0,5,1179
0,0,6,1028
0,0,7,1128
0,0,8,957
0,0,9,1025
0,0,10,1105
0,0,11,1070
0,0,12,986
0,0,13,1104
0,0,14,1081
0,0,15,1198
0,0,16,1036
0,0,17,976
0,0,18,964
0,0,19,1136
0,1,0,936
0,1,1,1160
0,1,2,946
0,1,3,942
0,1,4,1035
0,1,5,979
0,1,6,939
0,1,7,1062
0,1,8,1013
0,1,9,1117
0,1,10,1023
0,1,11,999
0,1,12,934
0,1,13,1089
0,1,14,1102
0,1,15,1030
0,1,16,906
0,1,17,962
0,1,18,1117
0,1,19,1100
0,2,0,1199
0,2,1,984
0,2,2,1063
0,2,3,1146
0,2,4,1142
0,2,5,979
0,2,6,1181
0,2,7,1164
0,2,8,913
0,2,9,1051
0,2,10,1043
0,2,11,1188
0,2,12,1181
0,2,13,1087
0,2,14,1126
0,2,15,1151
0,2,16,1016
0,2,17,1136
0,2,18,1099
0,2,19,1181
1,0,0,1048
1,0,1,1108
1,0,2,1003
1,0,3,964
1,0,4,961
1,0,5,1038
1,0,6,937
1,0,7,1033
1,0,8,1090
1,0,9,918
1,0,10,999
1,0,11,1187
1,0,12,962
1,0,13,1009
1,0,14,1101
1,0,15,999
1,0,16,1094
1,0,17,979
1,0,18,1036
1,0,19,1036
1,1,0,933
1,1,1,1057
1,1,2,1016
1,1,3,907
1,1,4,1038
1,1,5,1018
1,1,6,991
1,1,7,939
1,1,8,1169
1,1,9,1031
1,1,10,1115
1,1,11,1071
1,1,12,1037
1,1,13,1087
1,1,14,1002
1,1,15,983
1,1,16,1045
1,1,17,1115
1,1,18,1120
1,1,19,917
1,2,0,916
1,2,1,945
1,2,2,900
1,2,3,1064
1,2,4,1188
1,2,5,989
1,2,6,1005
1,2,7,1095
1,2,8,1176
1,2,9,914
1,2,10,1050
1,2,11,966
1,2,12,990
1,2,13,1178
1,2,14,984
1,2,15,909
1,2,16,918
1,2,17,981
1,2,18,1109
1,2,19,1144
2,0,0,1043
2,0,1,1152
2,0,2,913
2,0,3,976
2,0,4,1061
2,0,5,1038
2,0,6,975
2,0,7,1152
2,0,8,951
2,0,9,1192
2,0,10,1141
2,0,11,1036
2,0,12,1180
2,0,13,931
2,0,14,1029
2,0,15,998
2,0,16,1100
2,0,17,1040
2,0,18,1075
2,0,19,907
2,1,0,1070
2,1,1,1025
2,1,2,1006
2,1,3,997
2,1,4,963
2,1,5,1185
2,1,6,1064
2,1,7,1019
2,1,8,1123
2,1,9,1135
2,1,10,1022
2,1,11,1196
2,1,12,1148
2,1,13,954
2,1,14,1034
2,1,15,1032
2,1,16,1186
2,1,17,1065
