ship,k,row,value
0,0,0,1074
0,0,1,1051
0,0,2,1104
0,0,3,1155
0,0,4,1195
0,0,5,1171
0,0,6,1101
0,0,7,1077
0,0,8,994
0,0,9,1129
0,0,10,1019
0,0,11,910
0,0,12,1190
0,0,13,903
0,0,14,907
0,0,15,1122
0,0,16,1200
0,0,17,1030
0,0,18,904
0,0,19,1059
0,1,0,1169
0,1,1,1087
0,1,2,1000
0,1,3,1047
0,1,4,1096
0,1,5,910
0,1,6,1129
0,1,7,1014
0,1,8,966
0,1,9,943
0,1,10,1106
0,1,11,926
0,1,12,953
0,1,13,1119
0,1,14,1015
0,1,15,1017
0,1,16,943
0,1,17,1190
0,1,18,969
0,1,19,1069
0,2,0,1126
0,2,1,1102
0,2,2,1188
0,2,3,1137
0,2,4,1018
0,2,5,1094
0,2,6,901
0,2,7,1019
0,2,8,1125
0,2,9,1181
0,2,10,1153
0,2,11,1121
0,2,12,1079
0,2,13,925
0,2,14,936
0,2,15,1156
0,2,16,1131
0,2,17,1082
0,2,18,952
0,2,19,1133
1,0,0,1129
1,0,1,1036
1,0,2,959
1,0,3,1110
1,0,4,1013
1,0,5,1199
1,0,6,1051
1,0,7,1185
1,0,8,1021
1,0,9,956
1,0,10,1050
1,0,11,1112
1,0,12,1072
1,0,13,954
1,0,14,995
1,0,15,1046
1,0,16,1145
1,0,17,1170
1,0,18,1196
1,0,19,1084
1,1,0,913
1,1,1,1109
1,1,2,1126
1,1,3,1092
1,1,4,1062
1,1,5,916
1,1,6,1043
1,1,7,1040
1,1,8,1015
1,1,9,1105
1,1,10,1142
1,1,11,1088
1,1,12,1127
1,1,13,924
1,1,14,1073
1,1,15,935
1,1,16,973
1,1,17,1134
1,1,18,1032
1,1,19,1180
1,2,0,1030
1,2,1,928
1,2,2,1043
1,2,3,1063
1,2,4,1191
1,2,5,1085
1,2,6,1027
1,2,7,971
1,2,8,946
1,2,9,910
1,2,10,1127
1,2,11,1005
1,2,12,1105
1,2,13,1138
1,2,14,910
1,2,15,1015
1,2,16,1035
1,2,17,963
1,2,18,1096
1,2,19,1028
2,0,0,1011
2,0,1,1055
2,0,2,1193
2,0,3,1185
2,0,4,1060
2,0,5,1148
2,0,6,1009
2,0,7,1098
2,0,8,1071
2,0,9,1121
2,0,10,943
2,0,11,1112
2,0,12,1074
2,0,13,939
2,0,14,1061
2,0,15,1151
2,0,16,1019
2,0,17,1094
2,0,18,1176
2,0,19,1158
2,1,0,1176
2,1,1,1017
2,1,2,1061
2,1,3,1082
2,1,4,977
2,1,5,926
2,1,6,1027
2,1,7,1183
2,1,8,952
2,1,9,906
2,1,10,903
2,1,11,1027
2,1,12,1154
2,1,13,1091
2,1,14,1026
2,1,15,1130
2,1,16,996
2,1,17,1103
2,1,18,1191
2,1,19,1032
2,2,0,956
2,2,1,912
2,2,2,1125
2,2,3,1033
2,2,4,974
2,2,5,1167
2,2,6,921
2,2,7,1167
2,2,8,1003
2,2,9,906
2,2,10,1044
2,2,11,957
2,2,12,956
2,2,13,1168
2,2,14,1003
2,2,15,1042
2,2,16,1014
2,2,17,1196
2,2,18,1085
2,2,19,1078
3,0,0,1048
3,0,1,966
3,0,2,1064
3,0,3,961
3,0,4,910
3,0,5,1001
3,0,6,1145
3,0,7,1178
3,0,8,979
3,0,9,1046
3,0,10,916
3,0,11,1159
3,0,12,961
3,0,13,1086
3,0,14,1138
3,0,15,1147
3,0,16,938
3,0,17,1189
3,0,18,921
3,0,19,1000
3,1,0,1015
3,1,1,918
3,1,2,965
3,1,3,986
3,1,4,1198
3,1,5,1077
3,1,6,908
3,1,7,1147
3,1,8,1143
3,1,9,1098
3,1,10,949
3,1,11,1067
3,1,12,933
3,1,13,1056
3,1,14,1158
3,1,15,1053
3,1,16,1175
3,1,17,979
3,1,18,927
3,1,19,1031
3,2,0,1078
3,2,1,1023
3,2,2,1070
3,2,3,1070
3,2,4,950
3,2,5,919
3,2,6,1053
3,2,7,1000
3,2,8,1051
3,2,9,1150
3,2,10,949
3,2,11,1148
3,2,12,1176
3,2,13,903
3,2,14,1090
3,2,15,1013
3,2,16,1189
3,2,17,1007
3,2,18,1110
3,2,19,1170
4,0,0,1079
4,0,1,1036
4,0,2,1103
4,0,3,1049
4,0,4,1166
4,0,5,903
4,0,6,1196
4,0,7,1065
4,0,8,1154
4,0,9,1109
4,0,10,974
4,0,11,1035
4,0,12,1188
4,0,13,1108
4,0,14,923
4,0,15,1090
4,0,16,1153
4,0,17,948
4,0,18,1070
4,0,19,1083
4,1,0,996
4,1,1,1200
4,1,2,941
4,1,3,1128
4,1,4,1132
4,1,5,1177
4,1,6,1027
4,1,7,906
4,1,8,970
4,1,9,994
4,1,10,1103
4,1,11,1198
4,1,12,1014
4,1,13,930
4,1,14,1020
4,1,15,948
4,1,16,1173
4,1,17,959
4,1,18,1055
4,1,19,1083
4,2,0,966
4,2,1,999
4,2,2,1086
4,2,3,971
4,2,4,1117
4,2,5,951
4,2,6,988
4,2,7,1197
4,2,8,1077
4,2,9,1107
4,2,10,1118
4,2,11,1118
4,2,12,1154
4,2,13,1137
4,2,14,1035
4,2,15,1128
4,2,16,1108
4,2,17,951
4,2,18,1120
4,2,19,974
