ship,k,row,value
0,0,0,1051
0,0,1,1171
0,0,2,1006
0,0,3,939
0,0,4,938
0,0,5,1200
0,0,6,939
0,0,7,1117
0,0,8,1078
0,0,9,996
0,0,10,922
0,0,11,996
0,0,12,938
0,0,13,1045
0,0,14,1055
0,0,15,1061
0,0,16,1159
0,0,17,907
0,0,18,932
0,0,19,1051
0,1,0,1078
0,1,1,1057
0,1,2,1078
0,1,3,1200
0,1,4,1123
0,1,5,914
0,1,6,1083
0,1,7,1081
0,1,8,995
0,1,9,1182
0,1,10,1014
0,1,11,1174
0,1,12,979
0,1,13,961
0,1,14,975
0,1,15,903
0,1,16,1035
0,1,17,1040
0,1,18,930
0,1,19,1026
0,2,0,960
0,2,1,963
0,2,2,1086
0,2,3,1079
0,2,4,969
0,2,5,929
0,2,6,905
0,2,7,1124
0,2,8,1029
0,2,9,965
0,2,10,1116
0,2,11,1180
0,2,12,1137
0,2,13,1016
0,2,14,1036
0,2,15,1029
0,2,16,964
0,2,17,1042
0,2,18,1082
0,2,19,1141
1,0,0,902
1,0,1,962
1,0,2,1010
1,0,3,1058
1,0,4,968
1,0,5,1176
1,0,6,1062
1,0,7,1021
1,0,8,985
1,0,9,921
1,0,10,1181
1,0,11,1082
1,0,12,972
1,0,13,1162
1,0,14,972
1,0,15,905
1,0,16,1104
1,0,17,904
1,0,18,939
1,0,19,942
1,1,0,1191
1,1,1,1038
1,1,2,1146
1,1,3,971
1,1,4,1159
1,1,5,1080
1,1,6,981
1,1,7,909
1,1,8,933
1,1,9,1041
1,1,10,1199
1,1,11,1038
1,1,12,982
1,1,13,929
1,1,14,963
1,1,15,991
1,1,16,961
1,1,17,1118
1,1,18,1183
1,1,19,925
1,2,0,1078
1,2,1,1176
1,2,2,1113
1,2,3,1165
1,2,4,1091
1,2,5,942
1,2,6,1098
1,2,7,1076
1,2,8,1092
1,2,9,1125
1,2,10,907
1,2,11,1004
1,2,12,1168
1,2,13,1039
1,2,14,1193
1,2,15,925
1,2,16,1105
1,2,17,1058
1,2,18,966
1,2,19,923
2,0,0,1014
2,0,1,1154
2,0,2,1119
2,0,3,962
2,0,4,966
2,0,5,1173
2,0,6,922
2,0,7,1045
2,0,8,972
2,0,9,1065
2,0,10,1076
2,0,11,1173
2,0,12,1079
2,0,13,972
2,0,14,1143
2,0,15,1088
2,0,16,1102
2,0,17,1163
2,0,18,1089
2,0,19,919
2,1,0,1157
2,1,1,1094
2,1,2,1149
2,1,3,1141
2,1,4,956
2,1,5,1099
2,1,6,1144
2,1,7,1014
2,1,8,915
2,1,9,1172
2,1,10,1170
2,1,11,1188
2,1,12,954
2,1,13,1051
2,1,14,994
2,1,15,912
2,1,16,1069
2,1,17,1018
2,1,18,1190
2,1,19,1180
2,2,0,1086
2,2,1,1081
2,2,2,1136
2,2,3,1033
2,2,4,902
2,2,5,1104
