# Iteration 50
-0.0938559,-1.16429,-1.15839,-1.15272,0.825059,-1.94789,0.795284,-1.92849,2.45146,0.000167934,-0.127868,-0.551579,-0.0540845,2.92762,-0.98268,-2.99186,0.970828,-1.05054,-0.694002,0.799523,2.90375,1.25772,0.639581,0.730816,2.91931,0.0361532,0.826184,-2.00641,1.33062,-1.0611
-0.497547,-2.02232,-1.32207,-1.12751,0.929409,-2.10851,0.0949504,-0.207835,2.05567,-0.411527,-0.178364,-0.714226,-0.00617103,2.646,-1.35758,-0.856584,2.07674,-0.84957,-1.38737,0.677215,2.37291,2.1009,-0.161763,-1.63761,2.34845,-0.0866141,0.542766,-1.16583,2.12712,-1.03272
-0.808456,-0.158237,-1.09019,-1.21302,0.055294,-2.01984,-0.093397,-1.14634,2.63044,0.0973679,0.576313,-1.42982,0.101055,3.35911,-1.50685,-2.9903,1.02285,-0.898966,-1.40718,0.99505,1.85968,0.218264,-0.209609,0.320987,0.955029,0.0597599,0.747607,-3.18961,2.16021,-0.993638
0.000980542,-1.96117,-1.67679,-0.856677,1.051,-2.15663,0.375794,-0.735279,2.91866,-0.0586388,-1.0455,-1.42381,-0.827054,2.1712,-1.01128,-2.42111,1.05522,-0.632735,-0.717177,0.760503,2.27719,3.9444,-0.440014,0.852772,0.772737,-0.0927029,0.583312,-2.34739,1.85434,-1.33449
0.54536,-1.24586,-1.19701,-1.15307,0.616554,-2.02092,-0.152007,-2.25856,1.81104,-0.0863477,-0.425268,-0.326793,-0.0549442,2.97441,-0.966708,-3.10352,2.32488,-0.918198,-0.896419,0.551169,3.24852,0.797911,-0.987587,0.356541,0.561535,-0.450536,-0.383898,-2.06318,2.25788,-1.00297
0.758395,-2.07668,-1.90989,-1.01991,0.607824,-2.64424,0.230966,-1.02245,1.19355,-0.775355,-1.16029,-0.757401,-0.290826,2.84383,-0.472946,-4.05271,2.03011,-0.312412,-2.02597,1.04224,1.84452,1.6978,-0.00558244,-0.0523578,1.83812,-0.0521262,0.584469,-2.25353,2.24968,-0.679458
0.258138,-1.73087,-1.16495,-1.08492,-1.30178,-2.04782,0.444869,-0.957721,2.12363,-0.179407,0.762038,-0.725378,-2.0113,3.2119,-0.66078,-2.94998,1.22022,-0.975276,-0.674782,0.791777,3.47658,1.04877,0.786808,-0.140334,0.666863,0.039546,0.700617,-2.37143,1.00603,-1.03369
-0.34562,-1.57556,0.990293,-0.586777,0.254809,-1.98404,-0.61195,-0.647772,0.936871,0.293209,-0.755486,-0.553688,-0.79417,3.02121,-1.59656,-1.19928,1.06038,0.823026,-0.97262,1.05565,3.15625,-0.0877119,1.55388,0.900322,1.12786,0.725904,1.4847,-1.7262,1.25543,-0.937362
-0.160197,-1.48139,-1.25086,-1.07544,-0.184702,-0.420162,0.652852,-0.572519,1.20261,-0.731144,-1.05876,-1.11488,1.72183,2.54978,-0.660756,-2.59976,1.30826,-1.04483,-0.683767,1.28842,1.11181,0.929733,1.16868,0.357806,2.06744,-0.0367291,1.19973,-4.23037,2.43095,-2.02125
0.114842,-1.37879,-1.23334,-0.911341,0.0752124,-1.94639,0.00495239,-0.0505166,1.98102,0.0237861,-1.3056,-1.89796,0.124171,2.84181,-1.28003,-4.27095,0.998135,-0.798023,-1.45961,0.4714,1.99792,1.90455,-0.0574279,0.136477,1.93291,-0.0716128,0.647819,-0.764416,2.16173,-0.914709
-0.462369,-1.20058,-1.38179,-1.09402,-0.119535,-1.53325,0.103013,-0.748842,2.49163,-0.0876838,1.04974,-0.920833,-0.18181,2.9903,-1.0119,-2.99104,0.874546,-0.952452,-0.818484,0.854469,2.8801,1.03193,-0.0247711,0.127068,1.76836,0.195872,0.737297,-2.03645,2.06806,-0.99958
0.190332,-1.21451,-2.16167,-0.985909,0.804582,-2.16268,0.165978,-1.38272,2.23238,-0.00355539,0.953294,-0.865868,-0.25134,3.04776,-1.57544,-3.0234,1.0547,-0.920456,0.345011,0.882745,1.95752,1.26612,-0.714618,0.887379,2.01443,0.433428,1.59495,-1.86302,2.2375,-0.921321
0.327034,-2.14558,-2.10692,-0.900045,-0.0527269,-1.94676,0.0788279,-1.11469,2.43718,-0.725664,0.220912,-0.829593,0.0087081,2.87204,-0.389822,-3.04171,1.00579,-0.921856,-0.530008,0.775233,2.87469,2.02472,0.353333,0.370515,2.01387,0.698679,-0.00191605,-2.47149,2.14636,-0.768239
0.106019,-1.9245,-1.70704,-1.39778,0.336422,-1.74047,0.183453,-0.68864,2.03756,0.0666908,0.169237,-0.543035,0.182896,3.10448,-0.189519,-3.00577,1.1801,-0.945953,-0.0648246,0.876525,2.30301,0.820725,0.857998,0.437827,1.51882,0.738044,0.896848,-3.51359,2.05887,-0.858644
0.101423,-1.96718,-1.0666,-1.13569,0.676924,-2.0934,0.125512,-1.10702,2.63071,-0.0685259,1.0882,-0.942769,-0.150732,2.92333,-1.35466,-3.061,1.0544,-0.895173,-1.13916,0.844882,2.03284,0.933163,-0.447507,-0.0421481,1.99545,0.139325,0.877422,-1.83351,2.09881,-0.968371
-0.276289,-1.1369,-1.25611,-0.85415,0.569602,-2.06672,-0.0327243,-0.87707,2.50648,-0.35897,0.938121,-0.826325,-0.684378,2.92355,-1.16154,-2.98778,0.473304,-0.842906,-0.427239,0.916553,2.4081,1.10193,-0.204637,-0.0803442,2.0502,0.110157,0.908302,-1.63219,2.10525,-1.02917
0.44663,-1.05146,-1.16887,-0.0662882,0.115721,-2.13655,0.788706,-1.23665,3.14296,-0.14224,1.02813,-0.561361,0.102838,1.16702,-0.241219,-3.1814,1.01227,-1.58011,-1.67822,0.787785,3.00726,1.19765,-0.0152741,0.192945,2.07427,0.723357,0.830576,-2.96958,2.0967,-2.04454
0.153716,-1.85533,-1.10664,-1.12073,1.13909,-1.88014,0.486967,0.103555,2.38377,-0.163462,-2.42523,-0.975957,-0.277061,3.0138,-0.88634,-3.01285,1.12932,-1.11418,0.174238,0.778305,1.96885,1.09712,0.122212,0.122794,1.59469,0.118189,1.32804,-1.47596,2.13763,-1.7373
0.558522,-1.6294,-1.19845,-1.08425,0.601,-1.98333,-0.11802,-1.08233,2.32222,-0.0505318,-0.240619,-0.993401,-0.0320208,3.15081,-0.644136,-2.93192,0.110301,-0.890054,-0.65024,0.850691,1.9563,1.03651,0.213644,-0.139121,1.75151,0.197136,0.866713,-3.13553,1.00891,-0.975952
0.336422,-2.26998,-0.905172,-1.13418,-0.241377,-1.86443,0.186729,-1.21924,2.47617,-0.225218,-0.68788,-0.77909,-0.0278126,2.77533,-1.23761,-3.62221,2.13479,-1.02045,-0.0235617,0.383314,2.15421,1.98696,-0.651879,0.420176,1.8716,0.0790132,0.595999,-1.359,2.20324,-0.843013
0.122082,-1.29253,-0.579876,-1.12239,0.0660596,-1.93097,0.132545,-1.10851,2.54422,-0.0813598,0.83709,-0.964804,-0.248148,2.97788,-0.445182,-3.03279,1.1852,-0.884249,-0.62348,0.748692,1.93836,1.17006,-0.0646047,-0.108033,1.97931,0.0543927,0.795375,-2.04723,2.15084,-0.883471
0.996218,-0.135297,-0.600288,-0.322735,0.458921,-2.53265,0.259724,-1.51867,1.79175,-0.0228502,0.0318719,-0.832091,-0.718924,2.17733,-1.476,-3.62522,0.346451,-0.912335,-0.381814,0.775456,1.80873,0.306817,-0.476917,-0.979309,1.7949,0.416017,0.939067,-2.51339,2.01728,-0.991988
-0.118574,-1.72813,-1.11198,-1.11457,0.0920666,-1.38007,0.241046,-0.708924,1.70935,-0.675649,0.621847,-0.979906,-0.535629,2.44465,-0.397944,-3.20387,1.06913,-0.838136,-1.9241,0.82303,2.05749,1.07143,-0.378232,1.51338,1.20931,-0.370932,0.162388,-2.08638,2.07571,-0.408965
0.592662,-1.50309,-0.655483,-1.11058,-0.432934,-1.8377,0.270161,-0.711728,2.2311,-0.642341,-0.643761,-0.312768,-1.43534,2.94747,-1.09352,-3.00172,0.849879,-0.857399,-1.85808,0.81703,2.21034,1.12101,1.17508,0.291756,1.09248,0.493586,0.242199,-1.49391,2.00678,-0.99641
0.759872,0.532729,-0.913393,-1.24845,0.533333,-2.44322,0.398856,-1.12608,2.08798,0.40805,-0.220266,-1.72629,-0.125666,1.14287,-0.792116,-1.19547,2.19377,-1.52069,-1.62367,1.28776,1.781,1.87454,0.646926,0.376472,1.30664,0.0849991,1.86735,-1.97053,1.1932,-2.27451
-0.209604,-0.884251,-1.15758,-0.969878,0.698368,-3.08387,0.138529,-0.969984,2.4046,0.0479939,1.0573,-0.918076,-0.339267,2.92754,-1.06898,-2.89924,1.16905,-0.914511,-0.241465,0.853333,1.96002,0.831144,0.33015,0.0331085,2.01333,0.106061,1.27843,-1.0127,2.56727,-0.814009
