ship,k,row,value
0,0,0,1026
0,0,1,1067
0,0,2,1133
0,0,3,1082
0,0,4,976
0,0,5,1032
0,0,6,985
0,0,7,979
0,0,8,1099
0,0,9,1114
0,0,10,1005
0,0,11,1138
0,0,12,913
0,0,13,1008
0,0,14,1095
0,0,15,1018
0,0,16,1079
0,0,17,1190
0,0,18,952
0,0,19,1009
0,1,0,940
0,1,1,1118
0,1,2,1107
0,1,3,1147
0,1,4,1062
0,1,5,1067
0,1,6,1139
0,1,7,1068
0,1,8,948
0,1,9,1062
0,1,10,1009
0,1,11,911
0,1,12,1071
0,1,13,1120
0,1,14,1050
0,1,15,970
0,1,16,904
0,1,17,1087
0,1,18,1156
0,1,19,939
0,2,0,1070
0,2,1,901
0,2,2,993
0,2,3,967
0,2,4,1171
0,2,5,1147
0,2,6,1012
0,2,7,907
0,2,8,1160
0,2,9,1192
0,2,10,906
0,2,11,1133
0,2,12,1094
0,2,13,1140
0,2,14,946
0,2,15,1062
0,2,16,1049
0,2,17,1002
0,2,18,1004
0,2,19,1064
1,0,0,1080
1,0,1,1190
1,0,2,1080
1,0,3,1059
1,0,4,1117
1,0,5,1081
1,0,6,1183
1,0,7,1055
1,0,8,1196
1,0,9,937
1,0,10,1118
1,0,11,1144
1,0,12,1014
1,0,13,1094
1,0,14,1142
1,0,15,990
1,0,16,1043
1,0,17,950
1,0,18,1149
1,0,19,1076
1,1,0,1004
1,1,1,1185
1,1,2,1168
1,1,3,962
1,1,4,955
1,1,5,1004
1,1,6,1097
1,1,7,1068
1,1,8,915
1,1,9,956
1,1,10,1060
1,1,11,912
1,1,12,997
1,1,13,994
1,1,14,1181
1,1,15,1045
1,1,16,1069
1,1,17,946
1,1,18,982
1,1,19,964
1,2,0,1156
1,2,1,1120
1,2,2,1172
1,2,3,1026
1,2,4,972
1,2,5,1030
1,2,6,1120
1,2,7,947
1,2,8,910
1,2,9,1142
1,2,10,1037
1,2,11,1002
1,2,12,928
1,2,13,906
1,2,14,989
1,2,15,1162
1,2,16,950
1,2,17,1191
1,2,18,1106
1,2,19,913
2,0,0,965
2,0,1,1008
2,0,2,929
2,0,3,1071
2,0,4,1076
2,0,5,919
2,0,6,961
2,0,7,1180
2,0,8,1006
2,0,9,1054
2,0,10,1060
2,0,11,1114
2,0,12,1124
2,0,13,1156
2,0,14,1157
2,0,15,1169
2,0,16,1195
2,0,17,1072
2,0,18,985
2,0,19,973
2,1,0,1039
2,1,1,974
2,1,2,1108
2,1,3,1018
2,1,4,1126
2,1,5,965
2,1,6,1002
2,1,7,1190
2,1,8,1157
2,1,9,968
2,1,10,1191
2,1,11,967
2,1,12,1088
2,1,13,1169
2,1,14,1158
2,1,15,969
2,1,16,1170
2,1,17,1190
2,1,18,1071
2,1,19,907
2,2,0,945
2,2,1,1027
2,2,2,933
2,2,3,1037
2,2,4,1104
2,2,5,1043
2,2,6,1078
2,2,7,978
2,2,8,1103
2,2,9,1009
2,2,10,1166
2,2,11,1100
2,2,12,1061
2,2,13,1103
2,2,14,1121
2,2,15,1092
2,2,16,1099
2,2,17,1066
2,2,18,1023
2,2,19,1035
3,0,0,1159
3,0,1,987
3,0,2,1036
3,0,3,1024
3,0,4,1115
3,0,5,1015
3,0,6,1090
3,0,7,1121
3,0,8,987
3,0,9,950
3,0,10,1075
3,0,11,906
3,0,12,1007
3,0,13,1121
3,0,14,992
3,0,15,1000
3,0,16,1174
3,0,17,906
3,0,18,917
3,0,19,1098
3,1,0,1088
3,1,1,959
3,1,2,989
3,1,3,1194
3,1,4,946
3,1,5,990
3,1,6,1022
3,1,7,1172
3,1,8,908
3,1,9,922
3,1,10,1193
3,1,11,1123
3,1,12,901
3,1,13,958
3,1,14,926
3,1,15,1084
3,1,16,975
3,1,17,1016
3,1,18,1172
3,1,19,1072
3,2,0,1042
3,2,1,1131
3,2,2,1149
3,2,3,986
3,2,4,1181
3,2,5,979
3,2,6,952
3,2,7,935
3,2,8,923
3,2,9,919
3,2,10,1006
3,2,11,1179
3,2,12,940
3,2,13,1034
3,2,14,927
3,2,15,1192
3,2,16,1064
3,2,17,992
3,2,18,1175
3,2,19,910
4,0,0,936
4,0,1,1060
4,0,2,1169
4,0,3,1108
4,0,4,1062
4,0,5,907
4,0,6,1155
4,0,7,1193
4,0,8,909
4,0,9,923
4,0,10,1057
4,0,11,1088
4,0,12,1169
4,0,13,1065
4,0,14,955
4,0,15,933
4,0,16,1104
4,0,17,1147
4,0,18,1017
4,0,19,979
4,1,0,921
4,1,1,1062
4,1,2,1104
4,1,3,993
4,1,4,967
4,1,5,975
4,1,6,1050
4,1,7,1165
4,1,8,936
4,1,9,904
4,1,10,1043
4,1,11,992
4,1,12,966
4,1,13,1147
4,1,14,1002
4,1,15,991
4,1,16,1010
4,1,17,1120
4,1,18,987
4,1,19,1016
4,2,0,1194
4,2,1,927
4,2,2,1121
4,2,3,1049
4,2,4,1135
4,2,5,1017
4,2,6,913
4,2,7,1155
4,2,8,915
4,2,9,1011
4,2,10,1128
4,2,11,1070
4,2,12,1142
4,2,13,1080
4,2,14,1103
4,2,15,1189
4,2,16,976
4,2,17,1150
4,2,18,973
4,2,19,1149
5,0,0,952
5,0,1,904
5,0,2,1160
5,0,3,1013
5,0,4,954
5,0,5,1159
5,0,6,1106
5,0,7,997
5,0,8,936
5,0,9,1032
5,0,10,1160
5,0,11,1060
5,0,12,1096
5,0,13,962
5,0,14,989
5,0,15,1145
5,0,16,1074
5,0,17,920
5,0,18,1035
5,0,19,1073
5,1,0,975
5,1,1,1165
5,1,2,923
5,1,3,1183
5,1,4,1050
5,1,5,999
5,1,6,971
5,1,7,1092
5,1,8,1131
5,1,9,1177
5,1,10,901
5,1,11,1006
5,1,12,1069
5,1,13,1141
5,1,14,1074
5,1,15,955
5,1,16,1062
5,1,17,941
5,1,18,1070
5,1,19,1145
5,2,0,1180
5,2,1,1115
5,2,2,934
5,2,3,907
5,2,4,944
5,2,5,1135
5,2,6,1116
5,2,7,1195
5,2,8,1152
5,2,9,1056
5,2,10,1045
5,2,11,1066
5,2,12,910
5,2,13,1185
5,2,14,1067
5,2,15,1186
5,2,16,1012
5,2,17,1149
5,2,18,1095
5,2,19,927
6,0,0,1096
6,0,1,1138
6,0,2,1136
6,0,3,1048
6,0,4,1111
6,0,5,939
6,0,6,1107
6,0,7,1088
6,0,8,922
6,0,9,908
6,0,10,1070
6,0,11,942
6,0,12,1199
6,0,13,1143
6,0,14,924
6,0,15,1005
6,0,16,920
6,0,17,1198
6,0,18,906
6,0,19,930
6,1,0,1068
6,1,1,1087
6,1,2,1133
6,1,3,987
6,1,4,1170
6,1,5,1182
6,1,6,913
6,1,7,1050
6,1,8,1165
6,1,9,927
6,1,10,983
6,1,11,937
6,1,12,1117
6,1,13,911
6,1,14,1153
6,1,15,935
6,1,16,1073
6,1,17,904
6,1,18,1129
6,1,19,1017
6,2,0,1109
6,2,1,951
6,2,2,1050
6,2,3,1141
6,2,4,1062
6,2,5,1131
6,2,6,935
6,2,7,1127
6,2,8,1025
6,2,9,1161
6,2,10,1018
6,2,11,1000
6,2,12,1044
6,2,13,1090
6,2,14,1140
6,2,15,1117
6,2,16,1060
6,2,17,935
6,2,18,990
6,2,19,962
7,0,0,1143
7,0,1,948
7,0,2,918
7,0,3,1052
7,0,4,1008
7,0,5,1018
7,0,6,994
7,0,7,1147
7,0,8,1089
7,0,9,1033
7,0,10,1166
7,0,11,1050
7,0,12,1086
7,0,13,961
7,0,14,1199
7,0,15,985
7,0,16,1013
7,0,17,902
7,0,18,1142
7,0,19,1147
7,1,0,900
7,1,1,1199
7,1,2,1147
7,1,3,936
7,1,4,1066
7,1,5,960
7,1,6,1021
7,1,7,960
7,1,8,1120
7,1,9,1085
7,1,10,917
7,1,11,1179
7,1,12,994
7,1,13,1053
7,1,14,1057
7,1,15,1086
7,1,16,1147
7,1,17,1015
