ship,k,row,value
0,0,0,1185
0,0,1,1023
0,0,2,1028
0,0,3,1043
0,0,4,905
0,0,5,1061
0,0,6,1159
0,0,7,951
0,0,8,1094
0,0,9,1056
0,0,10,1140
0,0,11,1004
0,0,12,988
0,0,13,1029
0,0,14,941
0,0,15,1189
0,0,16,996
0,0,17,980
0,0,18,1055
0,0,19,1008
0,1,0,1042
0,1,1,1057
0,1,2,1020
0,1,3,1138
0,1,4,1200
0,1,5,1162
0,1,6,1139
0,1,7,1087
0,1,8,1092
0,1,9,1073
0,1,10,1032
0,1,11,944
0,1,12,1050
0,1,13,1067
0,1,14,1060
0,1,15,1135
0,1,16,1181
0,1,17,1065
0,1,18,998
0,1,19,1138
0,2,0,922
0,2,1,1107
0,2,2,933
0,2,3,1040
0,2,4,1186
0,2,5,1041
0,2,6,1137
0,2,7,1147
0,2,8,1121
0,2,9,1186
0,2,10,935
0,2,11,1085
0,2,12,901
0,2,13,1073
0,2,14,1027
0,2,15,905
0,2,16,1106
0,2,17,1031
0,2,18,1093
0,2,19,1020
1,0,0,1123
1,0,1,923
1,0,2,1188
1,0,3,968
1,0,4,1105
1,0,5,1146
1,0,6,1162
1,0,7,1176
1,0,8,1041
1,0,9,1074
1,0,10,1053
1,0,11,1051
1,0,12,926
1,0,13,1137
1,0,14,937
1,0,15,922
1,0,16,944
1,0,17,969
1,0,18,1065
1,0,19,1074
1,1,0,946
1,1,1,1016
1,1,2,906
1,1,3,1008
1,1,4,1129
1,1,5,1138
1,1,6,925
1,1,7,951
1,1,8,1140
1,1,9,908
1,1,10,960
1,1,11,909
1,1,12,1047
1,1,13,1149
1,1,14,932
1,1,15,1171
1,1,16,1170
1,1,17,1105
1,1,18,1116
1,1,19,1118
1,2,0,978
1,2,1,1148
1,2,2,1126
1,2,3,1140
1,2,4,1054
1,2,5,1116
1,2,6,932
1,2,7,1181
1,2,8,1180
1,2,9,987
1,2,10,994
1,2,11,976
1,2,12,1199
1,2,13,1125
1,2,14,975
1,2,15,1159
1,2,16,1000
1,2,17,940
1,2,18,1126
1,2,19,1193
2,0,0,921
2,0,1,1145
2,0,2,1187
2,0,3,1188
2,0,4,1183
2,0,5,1161
2,0,6,941
2,0,7,1002
2,0,8,961
2,0,9,1007
2,0,10,1059
2,0,11,973
2,0,12,1132
2,0,13,1161
2,0,14,940
2,0,15,1174
2,0,16,1084
2,0,17,1131
2,0,18,1018
2,0,19,1097
2,1,0,1174
2,1,1,1136
2,1,2,959
2,1,3,1150
2,1,4,921
2,1,5,1175
2,1,6,1199
2,1,7,1067
2,1,8,1079
2,1,9,1068
2,1,10,959
2,1,11,1194
2,1,12,1092
2,1,13,1150
2,1,14,1173
2,1,15,1076
2,1,16,961
2,1,17,1037
2,1,18,934
2,1,19,1074
2,2,0,1153
2,2,1,1149
2,2,2,1166
2,2,3,1005
2,2,4,1031
2,2,5,1108
2,2,6,1014
2,2,7,1154
2,2,8,1139
2,2,9,1073
2,2,10,1193
2,2,11,1179
2,2,12,1039
2,2,13,1081
2,2,14,1156
2,2,15,995
2,2,16,1167
2,2,17,929
2,2,18,1084
2,2,19,1099
3,0,0,918
3,0,1,974
3,0,2,1172
3,0,3,1083
3,0,4,1052
3,0,5,986
3,0,6,1197
3,0,7,1012
3,0,8,1119
3,0,9,1022
3,0,10,973
3,0,11,1073
3,0,12,915
3,0,13,981
3,0,14,923
3,0,15,1195
3,0,16,907
3,0,17,1110
3,0,18,912
3,0,19,1083
3,1,0,968
3,1,1,1047
3,1,2,980
3,1,3,982
3,1,4,1192
3,1,5,1079
3,1,6,903
3,1,7,1089
3,1,8,1103
3,1,9,973
3,1,10,1081
3,1,11,987
3,1,12,941
3,1,13,1053
3,1,14,1112
3,1,15,1180
3,1,16,1169
3,1,17,1167
3,1,18,1083
3,1,19,1096
3,2,0,1019
3,2,1,959
3,2,2,924
3,2,3,1166
3,2,4,1136
3,2,5,1061
3,2,6,1101
3,2,7,1154
3,2,8,1193
3,2,9,1024
3,2,10,1121
3,2,11,1160
3,2,12,904
3,2,13,1171
3,2,14,987
3,2,15,935
3,2,16,1117
3,2,17,1073
3,2,18,1062
3,2,19,1053
4,0,0,1004
4,0,1,1104
4,0,2,1011
4,0,3,907
4,0,4,976
4,0,5,982
4,0,6,1044
4,0,7,999
4,0,8,1126
4,0,9,907
4,0,10,1085
4,0,11,1183
4,0,12,1019
4,0,13,972
4,0,14,1011
4,0,15,975
4,0,16,975
4,0,17,920
4,0,18,1010
4,0,19,1176
4,1,0,937
4,1,1,1045
4,1,2,1022
4,1,3,1076
4,1,4,975
4,1,5,1059
4,1,6,1159
4,1,7,1122
4,1,8,908
4,1,9,1073
4,1,10,983
4,1,11,927
4,1,12,985
4,1,13,1055
4,1,14,1036
4,1,15,1018
4,1,16,1024
4,1,17,957
4,1,18,1169
4,1,19,1113
4,2,0,900
4,2,1,1134
4,2,2,1019
4,2,3,993
4,2,4,1171
4,2,5,926
4,2,6,1015
4,2,7,1058
4,2,8,1025
4,2,9,1200
4,2,10,1127
4,2,11,1166
4,2,12,1096
4,2,13,1067
4,2,14,973
4,2,15,1022
4,2,16,976
4,2,17,978
4,2,18,1103
4,2,19,990
5,0,0,904
5,0,1,1150
5,0,2,1051
5,0,3,1034
5,0,4,975
5,0,5,1032
5,0,6,1090
5,0,7,937
5,0,8,982
5,0,9,1064
5,0,10,1154
5,0,11,913
5,0,12,1132
5,0,13,1048
5,0,14,1050
5,0,15,908
5,0,16,1098
5,0,17,1194
5,0,18,1144
5,0,19,1161
5,1,0,1171
5,1,1,997
5,1,2,929
5,1,3,1127
5,1,4,1185
5,1,5,1121
5,1,6,1168
5,1,7,1163
5,1,8,1109
5,1,9,1073
5,1,10,905
5,1,11,915
5,1,12,900
5,1,13,1047
5,1,14,1170
5,1,15,974
5,1,16,936
5,1,17,944
5,1,18,954
5,1,19,1174
5,2,0,1157
5,2,1,1022
5,2,2,1011
5,2,3,949
5,2,4,1053
5,2,5,1173
5,2,6,1078
5,2,7,1165
5,2,8,1174
5,2,9,1043
5,2,10,1084
5,2,11,967
5,2,12,1195
5,2,13,1112
5,2,14,929
5,2,15,1167
5,2,16,1156
5,2,17,962
5,2,18,1139
5,2,19,1096
6,0,0,1098
6,0,1,1026
6,0,2,1032
6,0,3,1053
6,0,4,1155
6,0,5,1088
6,0,6,1005
6,0,7,1121
6,0,8,908
6,0,9,1116
6,0,10,1005
6,0,11,1105
6,0,12,1187
6,0,13,1128
6,0,14,1003
6,0,15,1130
6,0,16,1028
6,0,17,943
6,0,18,980
6,0,19,972
6,1,0,943
6,1,1,1027
6,1,2,1046
6,1,3,1195
6,1,4,929
6,1,5,959
6,1,6,1030
6,1,7,1166
6,1,8,1175
6,1,9,1131
6,1,10,972
6,1,11,927
6,1,12,974
6,1,13,1018
6,1,14,1157
6,1,15,1078
6,1,16,1169
6,1,17,1010
6,1,18,962
6,1,19,1197
6,2,0,1190
6,2,1,988
6,2,2,1179
6,2,3,1028
6,2,4,1090
6,2,5,1190
6,2,6,1192
6,2,7,910
6,2,8,952
6,2,9,982
6,2,10,1085
6,2,11,968
6,2,12,1155
6,2,13,1165
6,2,14,1010
6,2,15,1025
6,2,16,1146
6,2,17,1071
6,2,18,1097
6,2,19,948
7,0,0,1122
7,0,1,1177
7,0,2,1062
7,0,3,1106
7,0,4,1004
7,0,5,941
7,0,6,1143
7,0,7,1043
7,0,8,1196
7,0,9,1090
7,0,10,1091
7,0,11,1008
7,0,12,1095
7,0,13,1152
7,0,14,1131
7,0,15,1089
7,0,16,1077
7,0,17,920
7,0,18,975
7,0,19,1001
7,1,0,1024
7,1,1,975
7,1,2,1106
7,1,3,1196
7,1,4,1043
7,1,5,955
7,1,6,913
7,1,7,957
7,1,8,930
7,1,9,971
7,1,10,965
7,1,11,940
7,1,12,921
7,1,13,990
7,1,14,1054
7,1,15,1131
7,1,16,958
7,1,17,1172
7,1,18,1166
7,1,19,949
7,2,0,1056
7,2,1,1055
7,2,2,1100
7,2,3,1173
7,2,4,942
7,2,5,940
7,2,6,1142
7,2,7,958
7,2,8,1013
7,2,9,1018
7,2,10,947
7,2,11,901
7,2,12,1056
7,2,13,1067
7,2,14,1120
7,2,15,1197
7,2,16,1059
7,2,17,979
7,2,18,991
7,2,19,959
8,0,0,1136
8,0,1,988
8,0,2,1030
8,0,3,942
8,0,4,1093
8,0,5,973
8,0,6,994
8,0,7,1110
8,0,8,915
8,0,9,1146
8,0,10,1159
8,0,11,1139
8,0,12,1075
8,0,13,916
8,0,14,1100
8,0,15,1112
8,0,16,1003
8,0,17,979
8,0,18,942
8,0,19,1065
8,1,0,1099
8,1,1,1034
8,1,2,1177
8,1,3,1008
8,1,4,1108
8,1,5,917
8,1,6,1064
8,1,7,1147
8,1,8,956
8,1,9,1165
8,1,10,988
8,1,11,950
8,1,12,943
8,1,13,1003
